dedupe_key,doi,scopus_id,title,year,pub,manually_retrieved
ty:20thamericasconferenceoninformationsystemsamcis2014:2014,,84905994643,"20th Americas Conference on Information Systems, AMCIS 2014",2014,20th Americas Conference on Information Systems Amcis 2014,
ty:farmersfieldschoolsastrategyforbenifitingresourcepoorfarmersinkhyberpakhtunkhwapakistan:2013,,84888394273,"Farmers' field schools: A strategy for benifiting resource poor farmers in Khyber Pakhtunkhwa, Pakistan",2013,Journal of Animal and Plant Sciences,
doi:10.1007/s10113-013-0443-5,10.1007/s10113-013-0443-5,84891155125,The perception of and adaptation to climate variability/change in Ghana by small-scale and commercial farmers,2013,Regional Environmental Change,
ty:assessingadaptationclimatechangeandindigenouslivelihoodintheandesofbolivia:2013,,84893397030,Assessing adaptation - Climate change and indigenous livelihood in the Andes of Bolivia,2013,Journal of Agriculture and Rural Development in the Tropics and Subtropics,
doi:10.1007/978-4-431-54774-7_2,10.1007/978-4-431-54774-7_2,84930688805,Climate change impact on revenue of major food crops in Ghana: Structural ricardian cross-sectional analysis,2013,Communities and Livelihood Strategies in Developing Countries,
ty:socioeconomicandecologicaldimensionsofclimatevariabilityandchangeforagropastoralcommunitiesincentraltanzania:2013,,84888873476,Socio-economic and ecological dimensions of climate variability and change for agro-pastoral communities in central Tanzania,2013,Livestock Research for Rural Development,
ty:climateresilientagricultureandsoilorganiccarbon:2013,,84905401022,Climate-resilient agriculture and soil organic carbon,2013,Indian Journal of Agronomy,
doi:10.3167/np.2013.170207,10.3167/np.2013.170207,84891693739,"The roles of overgrazing, climate change and policy as drivers of degradation of china's grasslands",2013,Nomadic Peoples,
ty:agroecologymattersimpactsofclimatechangeonagricultureanditsimplicationsforfoodsecurityinethiopia:2013,,84887101901,Agroecology matters: Impacts of climate change on agriculture and its implications for food security in ethiopia,2013,Global Food Security Emerging Issues and Economic Implications,
doi:10.1016/s2095-6339(15)30031-9,10.1016/s2095-6339(15)30031-9,85020316901,"Rainwater Harvesting, its Prospects and Challenges in the Uplands of Talugtog, Nueva Ecija, Philippines",2013,International Soil and Water Conservation Research,
doi:10.1016/s2095-3119(13)60403-7,10.1016/s2095-3119(13)60403-7,84890742742,Variation characteristics of hydrothermal resources effectiveness under the background of climate change in southern rice production area of China,2013,Journal of Integrative Agriculture,
ty:impactsoffloodonlivelihoodsandfoodsecurityofruralcommunitiesacasestudyofsouthernpunjabpakistan:2013,,84891550509,"Impacts of flood on livelihoods and food security of rural communities: A case study of southern Punjab, Pakistan",2013,Pakistan Journal of Agricultural Sciences,
ty:enhancingruralfoodsecuritythroughimprovedbeekeepinginnortherntanzania:2013,,84888856610,Enhancing rural food security through improved beekeeping in Northern Tanzania,2013,Livestock Research for Rural Development,
ty:feedresourcesandutilizationstrategiesinselectedpastoralandagropastoralcommunitiesinkenya:2013,,84888869145,Feed resources and utilization strategies in selected pastoral and agropastoral communities in Kenya,2013,Livestock Research for Rural Development,
ty:impactsofclimatechangeonfisheriesimplicationsforfoodsecurityinsubsaharanafrica:2013,,84895337457,Impacts of climate change on fisheries: Implications for food security in sub-saharan Africa,2013,Global Food Security Emerging Issues and Economic Implications,
ty:assessmentofwaterqualityinselecteddamsinnigeria:2013,,84892125497,Assessment of water quality in selected dams in Nigeria,2013,Dams Structure Performance and Safety Management,
ty:sustainabledevelopmentofhydroelectricpoweranoverview:2013,,84942122670,Sustainable development of hydroelectric power - An overview,2013,Water and Energy International,
ty:impactsofweathervariabilityandclimatechangeonagriculturalrevenuesincentralasia:2013,,84887920065,Impacts of weather variability and climate change on agricultural revenues in Central Asia,2013,Quarterly Journal of International Agriculture,
ty:interdisciplinarydroughtriskassessmentforagriculturethecaseofcommunalfarmersinthenortherncapeprovincesouthafrica:2013,,85164563283,"INTERDISCIPLINARY DROUGHT RISK ASSESSMENT FOR AGRICULTURE: THE CASE OF COMMUNAL FARMERS IN THE NORTHERN CAPE PROVINCE, SOUTH AFRICA.",2013,South African Journal of Agricultural Extension,
ty:geneticallymodifiedcropsandsustainabilityoffarmlivelihoodsacomparativeanalysisofindiachinaandbrazil:2013,,84887119545,"Genetically modified crops and sustainability of farm livelihoods: A comparative analysis of India, China and Brazil",2013,Asian Biotechnology and Development Review,
doi:10.1108/ijccsm-06-2012-0033,10.1108/ijccsm-06-2012-0033,84885443164,Assessing the determinants of rice farmers' adaptation strategies to climate change in Bangladesh,2013,International Journal of Climate Change Strategies and Management,
doi:10.1007/s00267-013-0145-2,10.1007/s00267-013-0145-2,84888204387,"Adapting to climate variability and change: Experiences from cereal-based farming in the central rift and kobo valleys, Ethiopia",2013,Environmental Management,
doi:10.1007/978-94-007-6719-5_9,10.1007/978-94-007-6719-5_9,84928875440,The impacts of climatic change and options for adaptation on some subsistence crops in the sudano-sahelian zone of cameroon,2013,Sustainable Food Security in the Era of Local and Global Environmental Change,
doi:10.1108/ijccsm-08-2012-0049,10.1108/ijccsm-08-2012-0049,84885447606,Local creativity for adapting to climate change among rural farmers in the semi-arid region of Ghana,2013,International Journal of Climate Change Strategies and Management,
doi:10.1108/ijccsm-08-2012-0045,10.1108/ijccsm-08-2012-0045,84885437708,Challenges of agricultural adaptation to climate change: The case of cassava post-harvest in Southeast Nigeria,2013,International Journal of Climate Change Strategies and Management,
doi:10.1007/s00267-013-0139-0,10.1007/s00267-013-0139-0,84885482902,"Local farmers' perceptions of climate change and local adaptive strategies: A case study from the Middle Yarlung Zangbo River Valley, Tibet, China",2013,Environmental Management,
ty:indigenousperceptionsofclimatechangevisavismountainagriculturalactivitiesinhimachalpradeshindia:2013,,84885931552,"Indigenous perceptions of climate change vis-a-vis mountain agricultural activities in Himachal Pradesh, India",2013,Indian Journal of Traditional Knowledge,
ty:peopleslocalknowledgeofclimatechangeinthemiddlehillsofnepal:2013,,84885939250,People's local knowledge of climate change in the middle-hills of Nepal,2013,Indian Journal of Traditional Knowledge,
doi:10.1007/s11069-013-0735-6,10.1007/s11069-013-0735-6,84884905013,"Occupational transitions in three coastal villages in Central Java, Indonesia, in the context of sea level rise: A case study",2013,Natural Hazards,
ty:sheephusbandryunderchangingclimatescenarioinindiaanoverview:2013,,84885616837,Sheep husbandry under changing climate scenario in India: An overview,2013,Indian Journal of Animal Sciences,
doi:10.1016/j.agee.2013.08.019,10.1016/j.agee.2013.08.019,84884711323,Transitions in agro-pastoralist systems of East Africa: Impacts on food security and poverty,2013,Agriculture Ecosystems and Environment,
doi:10.5829/idosi.wasj.2013.24.09.13274,10.5829/idosi.wasj.2013.24.09.13274,84884247523,Improving adaptive capacity of small-scale rice farmers: Comparative analysis of Lao PDR and the Philippines,2013,World Applied Sciences Journal,
doi:10.1109/mpot.2012.2222948,10.1109/mpot.2012.2222948,84884155907,Farmers perceptions and adaptation to climate change in ethiopia,2013,IEEE Potentials,
doi:10.1007/s00267-013-0062-4,10.1007/s00267-013-0062-4,84883461049,Herders' perceptions of and responses to climate change in Northern Pakistan,2013,Environmental Management,
doi:10.5751/es-05427-180313,10.5751/es-05427-180313,84884959451,Measuring household resilience to floods: A case study in the Vietnamese Mekong River Delta,2013,Ecology and Society,
ty:cropsuitabilityandclimatechangeinjamaicaimpactsonfarmersandthesupplychaintothehotelindustry:2013,,84925872665,Crop suitability and climate change in Jamaica: Impacts on farmers and the supply chain to the hotel industry,2013,Caribbean Geography,
ty:theenvironmentalsocialandeconomicsustainabilityofagricultureinthedryareas:2013,,85029293639,"The environmental, social and economic sustainability of agriculture in the dry areas",2013,Annals of Arid Zone,
ty:camelandcattlepopulationdynamicsandlivelihooddiversificationasaresponsetoclimatechangeinpastoralareasofethiopia:2013,,84883723499,Camel and cattle population dynamics and livelihood diversification as a response to climate change in pastoral areas of Ethiopia,2013,Livestock Research for Rural Development,
ty:exanteadoptionofsawahriceproductiontechnologyinkwarastatenigeria:2013,,84880827329,Ex-ante adoption of Sawah rice production technology in Kwara State Nigeria,2013,Life Science Journal,
ty:winddatacollectionandanalysisinkumasi:2013,,84886232980,Wind data collection and analysis in Kumasi,2013,International Journal of Mechanical and Mechatronics Engineering,
ty:tijaban10adroughttolerantandhighyieldingwheatvarietyforrainfedsailabaareasofbalochistan:2013,,84879902741,Tijaban-10 a drought tolerant and high yielding wheat variety for rainfed/sailaba areas of balochistan,2013,Pakistan Journal of Botany,
ty:2013internationalconferenceonappliedscienceengineeringandtechnologyicaset2013:2013,,84880172780,"2013 International Conference on Applied Science, Engineering and Technology, ICASET 2013",2013,Advanced Materials Research,
doi:10.1080/17565529.2013.789791,10.1080/17565529.2013.789791,84879683379,Agricultural adaptation to climate change: Observations from the Mid-Hills of Nepal,2013,Climate and Development,
doi:10.1080/17565529.2013.801823,10.1080/17565529.2013.801823,84879629887,Tailoring seasonal climate forecasts for climate risk management in rainfed farming systems of southeast Zimbabwe,2013,Climate and Development,
doi:10.1007/s00267-013-0039-3,10.1007/s00267-013-0039-3,84879844904,Farm level adaptation to climate change: The case of farmer's in the ethiopian highlands,2013,Environmental Management,
doi:10.1108/lr-12-2011-0096,10.1108/lr-12-2011-0096,84879333043,Agricultural information sources used for climate change adaptation in Tanzania,2013,Library Review,
ty:potentialimpactofclimatechangeonlivestockproductionandhealthineastafricaareview:2013,,84879765125,Potential impact of climate change on livestock production and health in East Africa: A review,2013,Livestock Research for Rural Development,
doi:10.1080/17565529.2013.789790,10.1080/17565529.2013.789790,84879687254,Niche-based responses in addressing the climatic constraints to farm production: Analogues to climate-change adaptation in Nepal,2013,Climate and Development,
doi:10.1080/19390459.2013.797153,10.1080/19390459.2013.797153,84879866066,"Forest-dependent communities' livelihood in decentralized forest governance policy epoch: case study from West Shoa zone, Ethiopia",2013,Journal of Natural Resources Policy Research,
doi:10.1007/s11027-012-9374-6,10.1007/s11027-012-9374-6,84876944523,Agricultural adaptation to climate change: Insights from a farming community in Sri Lanka,2013,Mitigation and Adaptation Strategies for Global Change,
doi:10.1007/s12571-013-0262-z,10.1007/s12571-013-0262-z,84883844642,Postharvest agriculture in changing climates: Its importance to African smallholder farmers,2013,Food Security,
doi:10.1007/s10113-012-0391-5,10.1007/s10113-012-0391-5,84878602374,Buffer capacity: Capturing a dimension of resilience to climate change in African smallholder agriculture,2013,Regional Environmental Change,
ty:useandsustainictinnovationsforbringingresearchintopractice:2013,,84886469372,Use and sustain ICT innovations for bringing research into practice,2013,Appropriate Technology,
doi:10.1177/194008291300600203,10.1177/194008291300600203,84879387741,Reducing rural households' annual income fluctuations due to rainfall variation through diversification of wildlife use: Portfolio theory in a case study of south eastern Zimbabwe',2013,Tropical Conservation Science,
