title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
"Climate Resilient Villages for Sustainable Food Security in Tropical India: Concept, Process, Technologies, Institutions, and Impacts",2016-01-01,Advances in Agronomy,10.1016/bs.agron.2016.06.003,2-s2.0-84999853155,84999853155,145,https://api.elsevier.com/content/abstract/scopus_id/84999853155
Climate change and health in Bangladesh: A baseline cross-sectional survey,2016-01-01,Global Health Action,10.3402/gha.v9.29609,2-s2.0-84969504804,84969504804,52,https://api.elsevier.com/content/abstract/scopus_id/84969504804
Participatory adaptation to climate extremes: An assessment of households’ willingness to contribute labor for flood risk mitigation in Pakistan,2016-01-01,Journal of Water and Climate Change,10.2166/wcc.2016.002,2-s2.0-84989225489,84989225489,26,https://api.elsevier.com/content/abstract/scopus_id/84989225489
Ecosystem services and adaptation for agriculture and food security: Analysis of two decades (1991-2011) of financing by the Global Environment Facility,2016-01-01,Future of Food Journal on Food Agriculture and Society,,2-s2.0-85000948370,85000948370,0,https://api.elsevier.com/content/abstract/scopus_id/85000948370
Vulnerability of agro-pastoral farmers to climate risks in northern and central Tanzania,2016-01-01,Development Studies Research,10.1080/21665095.2016.1238311,2-s2.0-85006386641,85006386641,27,https://api.elsevier.com/content/abstract/scopus_id/85006386641
Rainfall scarcity and its impacts on subsistence farming: the role of gender and religious rituals in adaptation to change,2016-01-01,Agenda,10.1080/10130950.2016.1259867,2-s2.0-85138351922,85138351922,5,https://api.elsevier.com/content/abstract/scopus_id/85138351922
Impacts of Climate Change in the Andean Foothills of Chile: Economic and Cultural Vulnerability of Indigenous Mapuche Livelihoods,2016-01-01,Journal of Developing Societies,10.1177/0169796X16667874,2-s2.0-85009787707,85009787707,23,https://api.elsevier.com/content/abstract/scopus_id/85009787707
The double tragedy of agriculture vulnerability to climate variability in Africa: How vulnerable is smallholder agriculture to rainfall variability in Ghana?,2016-01-01,Jamba Journal of Disaster Risk Studies,10.4102/JAMBA.V8I3.249,2-s2.0-85051943060,85051943060,32,https://api.elsevier.com/content/abstract/scopus_id/85051943060
Economic analysis of the potential impact climate change in fisheries,2016-01-01,International Journal of Management and Business Research,,2-s2.0-85075285191,85075285191,0,https://api.elsevier.com/content/abstract/scopus_id/85075285191
Building resilience in African smallholder farming communities through farmerled agroecological methods,2016-01-01,Climate Change and Agricultural Development Improving Resilience Through Climate Smart Agriculture Agroecology and Conservation,10.4324/9781315685953-14,2-s2.0-85160488229,85160488229,9,https://api.elsevier.com/content/abstract/scopus_id/85160488229
Social aspects of water governance in the context of climate change and agriculture,2016-01-01,Climate Change and Multi Dimensional Sustainability in African Agriculture Climate Change and Sustainability in Agriculture,10.1007/978-3-319-41238-2_14,2-s2.0-85009654920,85009654920,0,https://api.elsevier.com/content/abstract/scopus_id/85009654920
Climate variability and extremes: Relevance of agroecological-based climate smart farming systems in the sub-Saharan Africa,2016-01-01,Climate Change and Agricultural Development Improving Resilience Through Climate Smart Agriculture Agroecology and Conservation,10.4324/9781315685953-13,2-s2.0-85160473124,85160473124,0,https://api.elsevier.com/content/abstract/scopus_id/85160473124
"Knowledge, risk attitudes and perceptions on extreme weather events of smallholder farmers in Ligao city, Albay, Bicol, Philippines",2016-01-01,Journal of Environmental Science and Management,,2-s2.0-85043486796,85043486796,9,https://api.elsevier.com/content/abstract/scopus_id/85043486796
"Climate variability in West Africa: A case study in vulnerability and adaptation on the Northern Central Plateau, Burkina Faso",2016-01-01,Research in Economic Anthropology,10.1108/S0190-128120160000036003,2-s2.0-84986536257,84986536257,5,https://api.elsevier.com/content/abstract/scopus_id/84986536257
"Changing climate and its impacts on Assam, Northeast India",2016-01-01,Bandung Journal of the Global South,10.1186/s40728-015-0028-4,2-s2.0-85180929815,85180929815,25,https://api.elsevier.com/content/abstract/scopus_id/85180929815
Evaluating water infrastructure and agriculture practices for drought adaptations in East Africa: A combined hydrological and system dynamics approach,2016-01-01,Ghtc 2016 IEEE Global Humanitarian Technology Conference Technology for the Benefit of Humanity Conference Proceedings,10.1109/GHTC.2016.7857362,2-s2.0-85015206142,85015206142,3,https://api.elsevier.com/content/abstract/scopus_id/85015206142
Land Degradation as a Security Threat Amplifier: The New Global Frontline,2016-01-01,Land Restoration Reclaiming Landscapes for A Sustainable Future,10.1016/B978-0-12-801231-4.00001-X,2-s2.0-84980350831,84980350831,26,https://api.elsevier.com/content/abstract/scopus_id/84980350831
"Vulnerability and adaptation assessment a way forward for sustainable sectoral development in the purview of climate variability and change: Insights from the coast of Tamil Nadu, India",2016-01-01,International Journal of Global Warming,10.1504/IJGW.2016.077896,2-s2.0-85098803497,85098803497,15,https://api.elsevier.com/content/abstract/scopus_id/85098803497
The economics of conservation agriculture in Africa: Implications of climate change,2016-01-01,Climate Change and Multi Dimensional Sustainability in African Agriculture Climate Change and Sustainability in Agriculture,10.1007/978-3-319-41238-2_34,2-s2.0-85009661036,85009661036,1,https://api.elsevier.com/content/abstract/scopus_id/85009661036
From lifelines to livelihoods: Non-timber forest products into the 21st century,2016-01-01,Tropical Forestry Handbook Second Edition,10.1007/978-3-642-54601-3_209,2-s2.0-85017621060,85017621060,13,https://api.elsevier.com/content/abstract/scopus_id/85017621060
Fish Ecology and Evolution in the World's Oxygen Minimum Zones and Implications of Ocean Deoxygenation,2016-01-01,Advances in Marine Biology,10.1016/bs.amb.2016.04.001,2-s2.0-84996565797,84996565797,101,https://api.elsevier.com/content/abstract/scopus_id/84996565797
Projected scenarios for coastal first nations' fisheries catch potential under climate change: Management challenges and opportunities,2016-01-01,Plos One,10.1371/journal.pone.0145285,2-s2.0-84955289687,84955289687,51,https://api.elsevier.com/content/abstract/scopus_id/84955289687
"Land Restoration, Agriculture, and Climate Change: Enriching Gender Programming Through Strengthening Intersectional Perspectives",2016-01-01,Land Restoration Reclaiming Landscapes for A Sustainable Future,10.1016/B978-0-12-801231-4.00028-8,2-s2.0-84980316394,84980316394,11,https://api.elsevier.com/content/abstract/scopus_id/84980316394
Integrating remotely sensed data in the vulnerability assessment of coastal resources in the Philippines,2016-01-01,37th Asian Conference on Remote Sensing Acrs 2016,,2-s2.0-85018382748,85018382748,0,https://api.elsevier.com/content/abstract/scopus_id/85018382748
Scarcity to solution: Perceived reasons for safe drinking water scarcity and local coping responses in a coastal village of Bangladesh,2016-01-01,Journal of Water and Climate Change,10.2166/wcc.2016.090,2-s2.0-84989227472,84989227472,4,https://api.elsevier.com/content/abstract/scopus_id/84989227472
"Sugarcane production under smallholder farming systems: Farmers preferred traits, constraints and genetic resources",2016-01-01,Cogent Food and Agriculture,10.1080/23311932.2016.1191323,2-s2.0-85108230380,85108230380,18,https://api.elsevier.com/content/abstract/scopus_id/85108230380
Overview of ecosystem-based approaches to drought risk reduction targeting small- scale farmers in Sub-Saharan Africa,2016-01-01,Advances in Natural and Technological Hazards Research,10.1007/978-3-319-43633-3_9,2-s2.0-85014053413,85014053413,16,https://api.elsevier.com/content/abstract/scopus_id/85014053413
"Changing livelihoods, gender roles and gender hierarchies: The impact of climate, regulatory and socio-economic changes on women and men in a Co Tu community in Vietnam",2016-01-01,Women S Studies International Forum,10.1016/j.wsif.2015.10.001,2-s2.0-84953213642,84953213642,17,https://api.elsevier.com/content/abstract/scopus_id/84953213642
"Restoring Degraded Ecosystems by Unlocking Organic Market Potential: Case Study from Mashonaland East Province, Zimbabwe",2016-01-01,Land Restoration Reclaiming Landscapes for A Sustainable Future,10.1016/B978-0-12-801231-4.00026-4,2-s2.0-84980360941,84980360941,3,https://api.elsevier.com/content/abstract/scopus_id/84980360941
"Socio-ecological adaptation of agricultural heritage systems in modern China: Three cases in Qingtian County, Zhejiang Province",2016-01-01,Sustainability Switzerland,10.3390/su8121260,2-s2.0-85007412269,85007412269,37,https://api.elsevier.com/content/abstract/scopus_id/85007412269
"Making sense of climate change: Hybrid epistemologies, socio-natural assemblages and smallholder knowledge",2016-01-01,Area,10.1111/area.12150,2-s2.0-84921446744,84921446744,33,https://api.elsevier.com/content/abstract/scopus_id/84921446744
"A gendered analysis of perception and vulnerability to climate change among smallholder farmers: the case of Same District, Tanzania",2016-01-01,Climate and Development,10.1080/17565529.2015.1005038,2-s2.0-84923059841,84923059841,21,https://api.elsevier.com/content/abstract/scopus_id/84923059841
Farmers’ vulnerability to climate change-induced water poverty in spatially different agro-ecological areas of northwest Ethiopia,2016-01-01,Journal of Water and Climate Change,10.2166/wcc.2015.140,2-s2.0-84964527076,84964527076,6,https://api.elsevier.com/content/abstract/scopus_id/84964527076
Assessing the vulnerability of fishery villages influenced by climate change and anthropogenic activity in the coastal zone of the Tamsui River,2016-01-01,Journal of Marine Science and Technology Taiwan,10.6119/JMST-016-1205-1,2-s2.0-85013683760,85013683760,6,https://api.elsevier.com/content/abstract/scopus_id/85013683760
"Observed and projected impacts of climate change on marine fisheries, aquaculture, coastal tourism, and human health: An update",2016-01-01,Frontiers in Marine Science,10.3389/fmars.2016.00048,2-s2.0-85008686805,85008686805,189,https://api.elsevier.com/content/abstract/scopus_id/85008686805
Screening and characterization of developing resistant cultivar against odoiporus longicollis (olivier) (Coleoptera: Curculionidae) using reference genotypes in India,2016-01-01,International Journal of Pharmacy and Pharmaceutical Sciences,,2-s2.0-84977117521,84977117521,8,https://api.elsevier.com/content/abstract/scopus_id/84977117521
Looking upstream: Enhancers of child nutritional status in post-flood rural settings,2016-01-01,Peerj,10.7717/peerj.1741,2-s2.0-84963974344,84963974344,13,https://api.elsevier.com/content/abstract/scopus_id/84963974344
Climate change impacts at the household level food security in the mountainous region of Nepal,2016-01-01,Proceedings of the 6th International Disaster and Risk Conference Integrative Risk Management Towards Resilient Cities Idrc Davos 2016,,2-s2.0-85055859515,85055859515,0,https://api.elsevier.com/content/abstract/scopus_id/85055859515
Measuring household vulnerability to climate change,2016-01-01,Handbook of Climate Change Mitigation and Adaptation Second Edition,10.1007/978-3-319-14409-2_74,2-s2.0-85024855052,85024855052,0,https://api.elsevier.com/content/abstract/scopus_id/85024855052
"Fishery Communities’ Perception of Climate Change Effects on Local Livelihoods in Tam Giang Lagoon, Vietnam",2016-01-01,Redefining Diversity and Dynamics of Natural Resources Management in Asia Natural Resource Dynamics and Social Ecological Systems in Central Vietnam Development Resource Changes and Conservation Issues Volume 3,10.1016/B978-0-12-805452-9.00008-4,2-s2.0-85186818006,85186818006,1,https://api.elsevier.com/content/abstract/scopus_id/85186818006
Factors affecting rural households' resilience to food insecurity in Niger,2016-01-01,Sustainability Switzerland,10.3390/su8030181,2-s2.0-85010778036,85010778036,47,https://api.elsevier.com/content/abstract/scopus_id/85010778036
Decadal-Scale Forecasting of Climate Drivers for Marine Applications,2016-01-01,Advances in Marine Biology,10.1016/bs.amb.2016.04.002,2-s2.0-84996565678,84996565678,41,https://api.elsevier.com/content/abstract/scopus_id/84996565678
