doi,title,domain_type,process_outcome_domains_raw
10.1016/j.foodpol.2017.03.005,Smallholder productivity and weather shocks: Adoption and impact of widely promoted agricultural practices in Tanzania,both,uptake_adoption; yields_productivity
10.1016/j.worlddev.2016.12.025,"Vulnerability to Cumulative Hazards: Coping with the Coffee Leaf Rust Outbreak, Drought, and Food Insecurity in Nicaragua",neither,not_found
10.1016/j.agrformet.2017.01.014,Ridge-furrow plastic-mulching with balanced fertilization in rainfed maize (Zea mays L.): An adaptive management in east African Plateau,both,uptake_adoption; yields_productivity; risk_reduction
10.1016/b978-0-12-810521-4.00013-x,Integrated Assessment of Crop-Livestock Production Systems Beyond Biophysical Methods: Role of Systems Simulation Models,both,knowledge_awareness_learning; decision_making_planning; institutional_governance; risk_reduction
10.1016/j.jaridenv.2016.12.014,"Rangeland forage availability and management in times of drought – A case study of pastoralists in Afar, Ethiopia",process_only,decision_making_planning; uptake_adoption
10.1186/s40066-016-0086-0,"Optimizing yield of improved varieties of millet and sorghum under highly variable rainfall conditions using contour ridges in Cinzana, Mali",both,uptake_adoption; yields_productivity
10.1186/s40066-017-0100-1,Smallholder farmers' adaptation to climate change and determinants of their adaptation decisions in the Central Rift Valley of Ethiopia,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1007/s10584-016-1792-0,Mapping climate change adaptive capacity and vulnerability of smallholder agricultural livelihoods in Central America: ranking and descriptive approaches to support adaptation strategies,process_only,decision_making_planning; institutional_governance; access_information_services
10.1007/s10584-016-1810-2,Mapping adaptive capacity and smallholder agriculture: applying expert knowledge at the landscape scale,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services
10.1007/s10584-016-1788-9,Climate change adaptation of coffee production in space and time,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance
10.1016/j.envdev.2016.12.002,"Farmers’ perceptions of climate change, impacts on freshwater aquaculture and adaptation strategies in climatic change hotspots: A case of the Indian Sundarban delta",both,decision_making_planning; uptake_adoption; risk_reduction
10.1016/j.jclepro.2016.12.058,"Farmers' intention and decision to adapt to climate change: A case study in the Yom and Nan basins, Phichit province of Thailand",process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change
10.1016/j.agsy.2016.11.007,Smallholder farmers managing climate risk in India: 2. Is it climate-smart?,both,decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; yields_productivity; income_assets
10.1007/s10113-016-1003-6,Using a novel climate–water conflict vulnerability index to capture double exposures in Lake Chad,both,knowledge_awareness_learning; decision_making_planning; institutional_governance; risk_reduction
10.1016/j.agsy.2016.05.003,The Rural Household Multi-Indicator Survey (RHoMIS) for rapid characterisation of households to inform climate smart agriculture interventions: Description and applications in East Africa and Central America,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction; resilience_adaptive_capacity
10.1007/s10113-016-1029-9,Markets and climate are driving rapid change in farming practices in Savannah West Africa,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1007/s10745-016-9888-8,Ground-Truthing Sahelian Greening: Ethnographic and Spatial Evidence from Burkina Faso,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; access_information_services; yields_productivity; livelihoods; wellbeing
10.1016/j.crm.2016.12.001,Assessing farmer use of climate change adaptation practices and impacts on food security and poverty in Pakistan,both,decision_making_planning; uptake_adoption; yields_productivity; income_assets; wellbeing
10.1016/j.crm.2017.06.006,Climate change perceptions and local adaptation strategies of hazard-prone rural households in Bangladesh,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance
10.4102/jamba.v9i1.348,"Cassava production as a climate change adaptation strategy in Chilonga Ward, Chiredzi District, Zimbabwe",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; livelihoods
10.4102/jamba.v9i1.383,"Assessing newly introduced climate change adaptation strategy packages among rural households: Evidence from Kaou local government area, Tahoua State, Niger Republic",neither,not_found
10.1016/j.crm.2017.03.001,Smallholder farmers’ attitudes and determinants of adaptation to climate risks in East Africa,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services
10.1016/j.crm.2017.06.001,The adaptive capacity of smallholder farmers to climate change in the Northern Region of Ghana,both,knowledge_awareness_learning; decision_making_planning; institutional_governance; access_information_services; wellbeing
10.18697/ajfand.77.13765,Promoting production and marketing of root crops in Southern Africa in a changing climate using integrated agricultural research for development (IAR4D) pathway,process_only,decision_making_planning; uptake_adoption; institutional_governance; access_information_services
10.1016/j.crm.2017.01.002,"Response to climate risks among smallholder farmers in Malawi: A multivariate probit assessment of the role of information, household demographics, and farm characteristics",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change
10.1016/j.agsy.2016.10.001,Smallholder farmers managing climate risk in India: 1. Adapting to a variable climate,process_only,decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.4102/jamba.v9i1.469,The adaptive capacity of smallholder mixed-farming systems to the impact of climate change: The case of KwaZulu-Natal in South Africa,both,decision_making_planning; uptake_adoption; risk_reduction; resilience_adaptive_capacity
10.1016/j.futures.2016.11.007,Scenario-based approach in dealing with climate change impacts in Central Tanzania,process_only,decision_making_planning; institutional_governance; access_information_services
10.1007/978-3-319-59096-7_8,Building resilience to drought in the Sahel by early risk identification and advices,process_only,decision_making_planning; access_information_services
10.1016/j.worlddev.2016.08.010,Determinants of Farmers’ Land Use Decision-Making: Comparative Evidence From Thailand and Vietnam,both,decision_making_planning; risk_reduction
10.3389/fclim.2021.735880,Building Climate Resilience in Rainfed Landscapes Needs More Than Good Will,both,decision_making_planning; institutional_governance; access_information_services; yields_productivity; livelihoods
10.1186/s40066-020-00279-1,Determinants of smallholder farmers’ adaptation strategies to the effects of climate change: Evidence from northern Uganda,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.1016/j.dib.2021.107620,Survey data on climate change adaptation and barriers to adoption among smallholder farmers in Nepal,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1016/j.heliyon.2021.e08624,Impacts of farmers' participation in social capital networks on climate change adaptation strategies adoption in Nigeria,process_only,decision_making_planning; institutional_governance; access_information_services
